block_item_id,block_id,item_id,position,is_active
bi0203,b006,v0199,10,True
bi0204,b006,v0200,11,True
bi0205,b006,v0201,12,True
bi0206,b006,v0202,13,True
bi0207,b006,v0203,14,True
bi0208,b006,v0204,15,True
bi0209,b006,v0205,16,True
bi0210,b006,v0206,17,True
bi0211,b006,v0207,18,True
bi0212,b006,v0208,19,True
bi0213,b006,v0209,20,True
bi0214,b006,v0210,21,True
bi0215,b006,v0211,22,True
bi0216,b006,v0212,23,True
bi0217,b006,v0213,24,True
bi0218,b006,v0214,25,True
bi0219,b006,v0065,26,True
bi0220,b006,v0215,27,True
bi0221,b006,v0216,28,True
bi0222,b006,v0217,29,True
bi0223,b006,v0218,30,True
bi0224,b006,v0219,31,True
bi0225,b006,v0220,32,True
bi0226,b006,v0221,33,True
bi0227,b006,v0222,34,True
bi0228,b006,v0223,35,True
bi0229,b006,v0224,36,True
bi0230,b006,v0225,37,True
bi0231,b006,v0226,38,True
bi0232,b006,v0227,39,True
bi0233,b007,v0228,1,True
bi0234,b007,v0229,2,True
bi0235,b007,v0230,3,True
bi0236,b007,v0231,4,True
bi0237,b007,v0232,5,True
bi0238,b007,v0233,6,True
bi0239,b007,v0234,7,True
bi0240,b007,v0235,8,True
bi0241,b007,v0236,9,True
bi0242,b007,v0237,10,True
bi0243,b007,v0238,11,True
bi0244,b007,v0239,12,True
bi0245,b007,v0240,13,True
bi0246,b007,v0241,14,True
bi0247,b007,v0242,15,True
bi0248,b007,v0243,16,True
bi0249,b007,v0244,17,True
bi0250,b007,v0245,18,True
bi0251,b007,v0246,19,True
bi0252,b007,v0247,20,True
bi0253,b007,v0248,21,True
bi0254,b008,v0249,1,True
bi0255,b008,v0250,2,True
bi0256,b008,v0251,3,True
bi0257,b008,v0252,4,True
bi0258,b008,v0253,5,True
bi0259,b008,v0254,6,True
bi0260,b008,v0255,7,True
bi0261,b008,v0256,8,True
bi0262,b008,v0257,9,True
bi0263,b008,v0258,10,True
bi0264,b008,v0259,11,True
bi0265,b008,v0260,12,True
bi0266,b008,v0261,13,True
bi0267,b008,v0262,14,True
bi0268,b008,v0263,15,True
bi0269,b008,v0264,16,True
bi0270,b008,v0265,17,True
bi0271,b008,v0266,18,True
bi0272,b008,v0267,19,True
bi0273,b008,v0268,20,True
bi0274,b008,v0269,21,True
bi0275,b008,v0270,22,True
bi0276,b008,v0271,23,True
bi0277,b008,v0272,24,True
bi0278,b008,v0273,25,True
bi0279,b008,v0274,26,True
bi0280,b008,v0275,27,True
bi0281,b008,v0276,28,True
bi0282,b008,v0277,29,True
bi0283,b008,v0278,30,True
bi0284,b008,v0279,31,True
bi0285,b008,v0280,32,True
bi0286,b008,v0281,33,True
bi0287,b008,v0282,34,True
bi0288,b008,v0283,35,True
bi0289,b008,v0284,36,True
bi0290,b008,v0285,37,True
bi0291,b008,v0286,38,True
bi0292,b009,v0287,1,True
bi0293,b009,v0288,2,True
bi0294,b009,v0289,3,True
bi0295,b009,v0290,4,True
bi0296,b009,v0159,5,True
bi0297,b009,v0291,6,True
bi0298,b009,v0292,7,True
bi0299,b009,v0293,8,True
bi0300,b009,v0294,9,True
bi0301,b009,v0295,10,True
bi0302,b009,v0296,11,True
bi0303,b009,v0297,12,True
bi0304,b009,v0298,13,True
bi0305,b009,v0299,14,True
bi0306,b009,v0300,15,True
bi0307,b009,v0301,16,True
bi0308,b009,v0302,17,True
bi0309,b009,v0303,18,True
bi0310,b009,v0304,19,True
bi0311,b009,v0305,20,True
bi0312,b009,v0306,21,True
bi0313,b009,v0307,22,True
bi0314,b009,v0308,23,True
bi0315,b009,v0309,24,True
bi0316,b009,v0310,25,True
bi0317,b010,v0311,1,True
bi0318,b010,v0312,2,True
bi0319,b010,v0313,3,True
bi0320,b010,v0314,4,True
bi0321,b010,v0315,5,True
bi0322,b010,v0316,6,True
bi0323,b010,v0317,7,True
bi0324,b010,v0169,8,True
bi0325,b010,v0318,9,True
bi0326,b010,v0319,10,True
bi0327,b010,v0320,11,True
bi0328,b010,v0219,12,True
bi0329,b010,v0321,13,True
bi0330,b010,v0225,14,True
bi0331,b010,v0322,15,True
bi0332,b010,v0323,16,True
bi0333,b010,v0324,17,True
bi0334,b010,v0325,18,True
bi0335,b010,v0215,19,True
bi0336,b010,v0326,20,True
bi0337,b010,v0327,21,True
bi0338,b010,v0328,22,True
bi0339,b010,v0329,23,True
bi0340,b010,v0330,24,True
bi0341,b010,v0331,25,True
bi0342,b010,v0332,26,True
bi0343,b010,v0333,27,True
bi0344,b010,v0334,28,True
bi0345,b010,v0335,29,True
bi0346,b010,v0336,30,True
bi0347,b010,v0043,31,True
bi0348,b010,v0337,32,True
bi0349,b010,v0338,33,True
bi0350,b010,v0339,34,True
bi0351,b010,v0340,35,True
bi0352,b010,v0341,36,True
bi0353,b010,v0342,37,True
bi0354,b010,v0343,38,True
bi0355,b010,v0344,39,True
bi0356,b010,v0345,40,True
bi0357,b010,v0346,41,True
bi0358,b010,v0347,42,True
bi0359,b010,v0074,43,True
bi0360,b010,v0348,44,True
bi0361,b010,v0349,45,True
bi0362,b010,v0248,46,True
bi0363,b011,v0350,1,True
bi0364,b011,v0351,2,True
bi0365,b011,v0352,3,True
bi0366,b011,v0353,4,True
bi0367,b011,v0354,5,True
bi0368,b011,v0355,6,True
bi0369,b011,v0356,7,True
bi0370,b011,v0357,8,True
bi0371,b011,v0358,9,True
bi0372,b011,v0359,10,True
bi0373,b011,v0360,11,True
bi0374,b011,v0361,12,True
bi0375,b011,v0362,13,True
bi0376,b012,v0363,1,True
bi0377,b012,v0364,2,True
bi0378,b012,v0365,3,True
bi0379,b012,v0366,4,True
bi0380,b012,v0367,5,True
bi0381,b012,v0368,6,True
bi0382,b012,v0369,7,True
bi0383,b012,v0370,8,True
bi0384,b012,v0371,9,True
bi0385,b012,v0372,10,True
bi0386,b012,v0373,11,True
bi0387,b012,v0374,12,True
bi0388,b012,v0375,13,True
bi0389,b012,v0376,14,True
bi0390,b012,v0377,15,True
bi0391,b012,v0378,16,True
bi0392,b012,v0379,17,True
bi0393,b012,v0380,18,True
bi0394,b012,v0381,19,True
bi0395,b012,v0382,20,True
bi0396,b012,v0383,21,True
bi0397,b012,v0384,22,True
bi0398,b012,v0385,23,True
bi0399,b012,v0386,24,True
bi0400,b012,v0387,25,True
bi0401,b012,v0388,26,True
bi0402,b012,v0389,27,True
bi0403,b012,v0390,28,True
bi0404,b012,v0391,29,True
bi0405,b012,v0392,30,True
bi0406,b013,v0393,1,True
bi0407,b013,v0394,2,True
bi0408,b013,v0395,3,True
bi0409,b013,v0396,4,True
bi0410,b013,v0397,5,True
bi0411,b013,v0398,6,True
bi0412,b013,v0399,7,True
bi0413,b013,v0400,8,True
bi0414,b013,v0401,9,True
bi0415,b013,v0402,10,True
bi0416,b013,v0403,11,True
bi0417,b013,v0404,12,True
bi0418,b013,v0405,13,True
bi0419,b013,v0406,14,True
bi0420,b013,v0407,15,True
bi0421,b013,v0408,16,True
bi0422,b013,v0409,17,True
bi0423,b013,v0410,18,True
bi0424,b013,v0411,19,True
bi0425,b013,v0412,20,True
bi0426,b014,v0413,1,True
bi0427,b014,v0414,2,True
bi0428,b014,v0415,3,True
bi0429,b014,v0416,4,True
bi0430,b014,v0417,5,True
bi0431,b014,v0418,6,True
bi0432,b014,v0419,7,True
bi0433,b014,v0420,8,True
bi0434,b014,v0421,9,True
bi0435,b014,v0422,10,True
bi0436,b014,v0423,11,True
bi0437,b014,v0424,12,True
bi0438,b014,v0425,13,True
bi0439,b014,v0426,14,True
bi0440,b014,v0427,15,True
bi0441,b014,v0428,16,True
bi0442,b014,v0429,17,True
bi0443,b014,v0415,18,True
bi0444,b014,v0430,19,True
bi0445,b014,v0431,20,True
bi0446,b014,v0432,21,True
bi0447,b014,v0433,22,True
bi0448,b014,v0434,23,True
bi0449,b014,v0435,24,True
bi0450,b014,v0436,25,True
bi0451,b029,v0437,1,True
bi0452,b029,v0438,2,True
bi0453,b029,v0439,3,True
bi0454,b029,v0440,4,True
bi0455,b029,v0441,5,True
bi0456,b029,v0442,6,True
bi0457,b029,v0443,7,True
bi0458,b029,v0444,8,True
bi0459,b029,v0445,9,True
bi0460,b029,v0446,10,True
bi0461,b029,v0447,11,True
bi0462,b029,v0448,12,True
bi0463,b029,v0449,13,True
bi0464,b029,v0450,14,True
bi0465,b029,v0451,15,True
bi0466,b029,v0452,16,True
bi0467,b029,v0453,17,True
bi0468,b029,v0454,18,True
bi0469,b029,v0455,19,True
bi0470,b029,v0456,20,True
bi0471,b029,v0457,21,True
bi0472,b029,v0458,22,True
bi0473,b029,v0459,23,True
bi0474,b029,v0460,24,True
bi0475,b029,v0461,25,True
bi0476,b029,v0462,26,True
bi0477,b029,v0463,27,True
bi0478,b029,v0464,28,True
bi0479,b029,v0465,29,True
bi0480,b029,v0466,30,True
bi0481,b029,v0467,31,True
bi0482,b029,v0468,32,True
bi0483,b029,v0469,33,True
bi0484,b029,v0470,34,True
bi0485,b029,v0471,35,True
bi0486,b029,v0472,36,True
bi0487,b029,v0473,37,True
bi0488,b029,v0474,38,True
bi0489,b029,v0475,39,True
bi0490,b029,v0476,40,True
bi0491,b029,v0477,41,True
bi0492,b029,v0478,42,True
bi0493,b029,v0479,43,True
bi0494,b029,v0480,44,True
bi0495,b029,v0481,45,True
bi0496,b029,v0482,46,True
bi0497,b029,v0483,47,True
bi0498,b029,v0484,48,True
bi0499,b029,v0485,49,True
bi0500,b029,v0486,50,True
bi0501,b029,v0487,51,True
bi0502,b029,v0488,52,True
bi0503,b029,v0489,53,True
bi0504,b029,v0490,54,True
bi0505,b029,v0491,55,True
bi0506,b029,v0492,56,True
bi0507,b029,v0493,57,True
bi0508,b029,v0494,58,True
bi0509,b029,v0495,59,True
bi0510,b029,v0496,60,True
bi0511,b030,v0497,1,True
bi0512,b030,v0498,2,True
bi0513,b030,v0499,3,True
bi0514,b030,v0500,4,True
bi0515,b030,v0501,5,True
bi0516,b030,v0502,6,True
bi0517,b030,v0503,7,True
bi0518,b030,v0504,8,True
bi0519,b030,v0505,9,True
bi0520,b030,v0506,10,True
bi0521,b030,v0507,11,True
bi0522,b030,v0508,12,True
bi0523,b030,v0509,13,True
bi0524,b030,v0510,14,True
bi0525,b030,v0511,15,True
bi0526,b030,v0512,16,True
bi0527,b030,v0513,17,True
bi0528,b030,v0514,18,True
bi0529,b030,v0515,19,True
bi0530,b030,v0516,20,True
bi0531,b030,v0517,21,True
bi0532,b030,v0518,22,True
bi0533,b030,v0519,23,True
bi0534,b030,v0520,24,True
bi0535,b030,v0521,25,True
bi0536,b030,v0522,26,True
bi0537,b030,v0523,27,True
bi0538,b030,v0524,28,True
bi0539,b030,v0525,29,True
bi0540,b030,v0526,30,True
bi0541,b030,v0527,31,True
bi0542,b030,v0528,32,True
bi0543,b030,v0529,33,True
bi0544,b030,v0530,34,True
bi0545,b030,v0531,35,True
bi0546,b030,v0532,36,True
bi0547,b030,v0533,37,True
bi0548,b030,v0534,38,True
bi0549,b030,v0535,39,True
bi0550,b030,v0536,40,True
bi0551,b030,v0537,41,True
bi0552,b030,v0538,42,True
bi0553,b030,v0539,43,True
bi0554,b030,v0540,44,True
bi0555,b030,v0541,45,True
bi0556,b030,v0542,46,True
bi0557,b030,v0543,47,True
bi0558,b030,v0544,48,True
bi0559,b030,v0545,49,True
bi0560,b030,v0546,50,True
bi0561,b030,v0547,51,True
bi0562,b030,v0548,52,True
bi0563,b030,v0549,53,True
bi0564,b030,v0550,54,True
bi0565,b030,v0551,55,True
bi0566,b030,v0552,56,True
bi0567,b030,v0553,57,True
bi0568,b030,v0554,58,True
bi0569,b030,v0555,59,True
bi0570,b030,v0556,60,True
bi0571,b031,v0557,1,True
bi0572,b031,v0558,2,True
bi0573,b031,v0559,3,True
bi0574,b031,v0560,4,True
bi0575,b031,v0561,5,True
bi0576,b031,v0562,6,True
bi0577,b031,v0563,7,True
bi0578,b031,v0564,8,True
bi0579,b031,v0565,9,True
bi0580,b031,v0566,10,True
bi0581,b031,v0567,11,True
bi0582,b031,v0568,12,True
bi0583,b031,v0569,13,True
bi0584,b031,v0570,14,True
bi0585,b031,v0571,15,True
bi0586,b031,v0572,16,True
bi0587,b031,v0573,17,True
bi0588,b031,v0574,18,True
bi0589,b031,v0575,19,True
bi0590,b031,v0576,20,True
bi0591,b031,v0577,21,True
bi0592,b031,v0578,22,True
bi0593,b031,v0579,23,True
bi0594,b031,v0580,24,True
bi0595,b031,v0581,25,True
bi0596,b031,v0582,26,True
bi0597,b031,v0583,27,True
bi0598,b031,v0584,28,True
bi0599,b031,v0585,29,True
bi0600,b031,v0586,30,True
bi0601,b031,v0587,31,True
bi0602,b031,v0588,32,True
bi0603,b031,v0589,33,True
bi0604,b031,v0590,34,True
bi0605,b031,v0591,35,True
bi0606,b031,v0592,36,True
bi0607,b031,v0593,37,True
bi0608,b031,v0594,38,True
bi0609,b031,v0595,39,True
bi0610,b031,v0596,40,True
bi0611,b031,v0597,41,True
bi0612,b031,v0598,42,True
bi0613,b031,v0599,43,True
bi0614,b031,v0600,44,True
bi0615,b031,v0601,45,True
bi0616,b031,v0602,46,True
bi0617,b031,v0603,47,True
bi0618,b031,v0604,48,True
bi0619,b031,v0605,49,True
bi0620,b031,v0606,50,True
bi0621,b031,v0607,51,True
bi0622,b031,v0608,52,True
bi0623,b031,v0609,53,True
bi0624,b031,v0610,54,True
bi0625,b031,v0611,55,True
bi0626,b031,v0612,56,True
bi0627,b031,v0613,57,True
bi0628,b031,v0614,58,True
bi0629,b031,v0615,59,True
bi0630,b031,v0616,60,True
bi0631,b032,v0617,1,True
bi0632,b032,v0618,2,True
bi0633,b032,v0619,3,True
bi0634,b032,v0620,4,True
bi0635,b032,v0621,5,True
bi0636,b032,v0622,6,True
bi0637,b032,v0623,7,True
bi0638,b032,v0624,8,True
bi0639,b032,v0625,9,True
bi0640,b032,v0626,10,True
bi0641,b032,v0627,11,True
bi0642,b032,v0628,12,True
bi0643,b032,v0629,13,True
bi0644,b032,v0630,14,True
bi0645,b032,v0631,15,True
bi0646,b032,v0632,16,True
bi0647,b032,v0633,17,True
bi0648,b032,v0634,18,True
bi0649,b032,v0635,19,True
bi0650,b032,v0636,20,True
bi0651,b032,v0637,21,True
bi0652,b032,v0638,22,True
bi0653,b032,v0639,23,True
bi0654,b032,v0640,24,True
bi0655,b032,v0641,25,True
bi0656,b032,v0642,26,True
bi0657,b032,v0643,27,True
bi0658,b032,v0644,28,True
bi0659,b032,v0645,29,True
bi0660,b032,v0646,30,True
bi0661,b032,v0647,31,True
bi0662,b032,v0648,32,True
bi0663,b032,v0649,33,True
bi0664,b032,v0650,34,True
bi0665,b032,v0651,35,True
bi0666,b032,v0652,36,True
bi0667,b032,v0653,37,True
bi0668,b032,v0654,38,True
bi0669,b032,v0655,39,True
bi0670,b032,v0656,40,True
bi0671,b032,v0657,41,True
bi0672,b032,v0658,42,True
bi0673,b032,v0659,43,True
bi0674,b032,v0660,44,True
bi0675,b032,v0661,45,True
bi0676,b032,v0662,46,True
bi0677,b032,v0663,47,True
bi0678,b032,v0664,48,True
bi0679,b032,v0665,49,True
bi0680,b032,v0666,50,True
bi0681,b032,v0667,51,True
bi0682,b032,v0668,52,True
bi0683,b032,v0669,53,True
bi0684,b032,v0670,54,True
bi0685,b032,v0671,55,True
bi0686,b032,v0672,56,True
bi0687,b032,v0673,57,True
bi0688,b032,v0674,58,True
bi0689,b032,v0675,59,True
bi0690,b032,v0676,60,True
bi0691,b033,v0677,1,True
bi0692,b033,v0678,2,True
bi0693,b033,v0679,3,True
bi0694,b033,v0680,4,True
bi0695,b033,v0681,5,True
bi0696,b033,v0682,6,True
bi0697,b033,v0683,7,True
bi0698,b033,v0684,8,True
bi0699,b033,v0685,9,True
bi0700,b033,v0686,10,True
bi0701,b033,v0687,11,True
bi0702,b033,v0688,12,True
bi0703,b033,v0689,13,True
bi0704,b033,v0690,14,True
bi0705,b033,v0691,15,True
bi0706,b033,v0692,16,True
bi0707,b033,v0693,17,True
bi0708,b033,v0694,18,True
bi0709,b033,v0695,19,True
bi0710,b033,v0696,20,True
bi0711,b033,v0697,21,True
bi0712,b033,v0698,22,True
bi0713,b033,v0699,23,True
bi0714,b033,v0700,24,True
bi0715,b033,v0701,25,True
bi0716,b033,v0702,26,True
bi0717,b033,v0703,27,True
bi0718,b033,v0704,28,True
bi0719,b033,v0705,29,True
bi0720,b033,v0706,30,True
bi0721,b033,v0707,31,True
bi0722,b033,v0708,32,True
bi0723,b033,v0709,33,True
bi0724,b033,v0710,34,True
bi0725,b033,v0711,35,True
bi0726,b033,v0712,36,True
bi0727,b033,v0713,37,True
bi0728,b033,v0714,38,True
bi0729,b033,v0715,39,True
bi0730,b033,v0716,40,True
bi0731,b033,v0717,41,True
bi0732,b033,v0718,42,True
bi0733,b033,v0719,43,True
bi0734,b033,v0720,44,True
bi0735,b033,v0721,45,True
bi0736,b033,v0722,46,True
bi0737,b033,v0723,47,True
bi0738,b033,v0724,48,True
bi0739,b033,v0725,49,True
bi0740,b033,v0726,50,True
bi0741,b034,v0727,1,True
bi0742,b034,v0728,2,True
bi0743,b034,v0729,3,True
bi0744,b034,v0730,4,True
bi0745,b034,v0731,5,True
bi0746,b034,v0732,6,True
bi0747,b034,v0733,7,True
bi0748,b034,v0734,8,True
bi0749,b034,v0735,9,True
bi0750,b034,v0736,10,True
bi0751,b034,v0737,11,True
bi0752,b034,v0738,12,True
bi0753,b034,v0739,13,True
bi0754,b034,v0740,14,True
bi0755,b034,v0741,15,True
bi0756,b034,v0742,16,True
bi0757,b034,v0743,17,True
bi0758,b034,v0744,18,True
bi0759,b034,v0745,19,True
bi0760,b034,v0746,20,True
bi0761,b034,v0747,21,True
bi0762,b034,v0748,22,True
bi0763,b034,v0749,23,True
bi0764,b034,v0750,24,True
bi0765,b034,v0751,25,True
bi0766,b034,v0752,26,True
bi0767,b034,v0753,27,True
bi0768,b034,v0754,28,True
bi0769,b034,v0755,29,True
bi0770,b034,v0756,30,True
bi0771,b034,v0757,31,True
bi0772,b034,v0758,32,True
bi0773,b034,v0759,33,True
bi0774,b034,v0760,34,True
bi0775,b034,v0761,35,True
bi0776,b034,v0762,36,True
bi0777,b034,v0763,37,True
bi0778,b034,v0764,38,True
bi0779,b034,v0765,39,True
bi0780,b034,v0766,40,True
bi0781,b034,v0767,41,True
bi0782,b034,v0768,42,True
bi0783,b034,v0769,43,True
bi0784,b034,v0770,44,True
bi0785,b034,v0771,45,True
bi0786,b034,v0772,46,True
bi0787,b034,v0773,47,True
bi0788,b034,v0774,48,True
bi0789,b034,v0775,49,True
bi0790,b034,v0776,50,True
bi0791,b029,v0777,61,True
bi0792,b029,v0778,62,True
bi0793,b029,v0779,63,True
bi0794,b029,v0780,64,True
bi0795,b029,v0781,65,True
bi0796,b029,v0782,66,True
bi0797,b029,v0783,67,True
bi0798,b029,v0784,68,True
bi0799,b029,v0785,69,True
bi0800,b029,v0786,70,True
bi0801,b029,v0787,71,True
bi0802,b029,v0788,72,True
bi0803,b029,v0789,73,True
bi0804,b029,v0790,74,True
bi0805,b029,v0791,75,True
bi0806,b029,v0792,76,True
bi0807,b029,v0793,77,True
bi0808,b029,v0794,78,True
bi0809,b029,v0795,79,True
bi0810,b029,v0796,80,True
bi0811,b029,v0797,81,True
bi0812,b029,v0798,82,True
bi0813,b029,v0799,83,True
bi0814,b029,v0800,84,True
bi0815,b029,v0801,85,True
bi0816,b029,v0802,86,True
bi0817,b029,v0803,87,True
bi0818,b029,v0804,88,True
bi0819,b029,v0805,89,True
bi0820,b029,v0806,90,True
bi0821,b029,v0807,91,True
bi0822,b029,v0808,92,True
bi0823,b029,v0809,93,True
bi0824,b029,v0810,94,True
bi0825,b029,v0811,95,True
bi0826,b029,v0812,96,True
bi0827,b029,v0813,97,True
bi0828,b029,v0814,98,True
bi0829,b029,v0815,99,True
bi0830,b029,v0816,100,True
bi0831,b029,v0817,101,True
bi0832,b029,v0818,102,True
bi0833,b029,v0819,103,True
bi0834,b029,v0820,104,True
bi0835,b029,v0821,105,True
bi0836,b029,v0822,106,True
bi0837,b029,v0823,107,True
bi0838,b029,v0824,108,True
bi0839,b029,v0825,109,True
bi0840,b029,v0826,110,True
bi0841,b029,v0827,111,True
bi0842,b029,v0828,112,True
bi0843,b029,v0829,113,True
bi0844,b029,v0830,114,True
bi0845,b029,v0831,115,True
bi0846,b029,v0832,116,True
bi0847,b029,v0833,117,True
bi0848,b029,v0834,118,True
bi0849,b029,v0835,119,True
bi0850,b029,v0836,120,True
bi0851,b035,v0837,1,True
bi0852,b035,v0838,2,True
bi0853,b035,v0839,3,True
bi0854,b035,v0840,4,True
bi0855,b035,v0841,5,True
bi0856,b035,v0842,6,True
bi0857,b035,v0843,7,True
bi0858,b035,v0844,8,True
bi0859,b035,v0845,9,True
bi0860,b035,v0846,10,True
bi0861,b035,v0847,11,True
bi0862,b035,v0848,12,True
bi0863,b035,v0849,13,True
bi0864,b035,v0850,14,True
bi0865,b035,v0851,15,True
bi0866,b035,v0852,16,True
bi0867,b035,v0853,17,True
bi0868,b035,v0854,18,True
bi0869,b035,v0855,19,True
bi0870,b035,v0856,20,True
bi0871,b035,v0857,21,True
bi0872,b035,v0858,22,True
