task_id,topic_id,task_type,instruction,prompt,correct_answer,accepted_answers,error_explanation,status
g0051,ser_estar,fix_error,Исправь ошибку,Corrige: Yo soy en casa.,Yo estoy en casa.,Yo estoy en casa.,Для местоположения нужно estar.,active
g0052,ser_estar,fix_error,Исправь ошибку,Corrige: Madrid está la capital de España.,Madrid es la capital de España.,Madrid es la capital de España.,Постоянный факт требует ser.,active
g0053,ser_estar,fix_error,Исправь ошибку,Corrige: Mi madre está médica.,Mi madre es médica.,Mi madre es médica.,Профессия требует ser.,active
g0054,ser_estar,fix_error,Исправь ошибку,Corrige: Nosotros somos cansados hoy.,Nosotros estamos cansados hoy.,Nosotros estamos cansados hoy.,Временное состояние — estar.,active
g0055,ser_estar,fix_error,Исправь ошибку,Corrige: La puerta es cerrada.,La puerta está cerrada.,La puerta está cerrada.,Состояние объекта — estar.,active
g0056,ser_estar,fix_error,Исправь ошибку,Corrige: Ana es en la oficina.,Ana está en la oficina.,Ana está en la oficina.,Место — estar.,active
g0057,ser_estar,fix_error,Исправь ошибку,Corrige: Ellos están de Chile.,Ellos son de Chile.,Ellos son de Chile.,Происхождение — ser.,active
g0058,ser_estar,fix_error,Исправь ошибку,Corrige: La sopa es caliente ahora.,La sopa está caliente ahora.,La sopa está caliente ahora.,Состояние еды сейчас — estar.,active
g0059,ser_estar,fix_error,Исправь ошибку,Corrige: Yo estoy ruso.,Yo soy ruso.,Yo soy ruso.,Национальность — ser.,active
g0060,ser_estar,fix_error,Исправь ошибку,Corrige: Los libros son sobre la mesa.,Los libros están sobre la mesa.,Los libros están sobre la mesa.,Расположение — estar.,active
g0061,ser_estar,fix_error,Исправь ошибку,Corrige: Mi hermano está simpático.,Mi hermano es simpático.,Mi hermano es simpático.,Черта характера — ser.,active
g0062,ser_estar,fix_error,Исправь ошибку,Corrige: Hoy Laura es triste.,Hoy Laura está triste.,Hoy Laura está triste.,Временное состояние — estar.,active
g0063,ser_estar,fix_error,Исправь ошибку,Corrige: Vosotros sois listos ahora.,Vosotros estáis listos ahora.,Vosotros estáis listos ahora.,Готовность — estar.,active
g0064,ser_estar,fix_error,Исправь ошибку,Corrige: Este edificio está alto.,Este edificio es alto.,Este edificio es alto.,Постоянное свойство — ser.,active
g0065,ser_estar,fix_error,Исправь ошибку,Corrige: La farmacia es al lado del banco.,La farmacia está al lado del banco.,La farmacia está al lado del banco.,Расположение — estar.,active
g0066,ser_estar,fix_error,Исправь ошибку,Corrige: Mi padre está profesor.,Mi padre es profesor.,Mi padre es profesor.,Профессия — ser.,active
g0067,ser_estar,fix_error,Исправь ошибку,Corrige: Nosotros somos en el cine.,Nosotros estamos en el cine.,Nosotros estamos en el cine.,Место — estar.,active
g0068,ser_estar,fix_error,Исправь ошибку,Corrige: La tarea está difícil.,La tarea es difícil.,La tarea es difícil.,Характеристика — ser.,active
g0069,ser_estar,fix_error,Исправь ошибку,Corrige: El supermercado es cerrado.,El supermercado está cerrado.,El supermercado está cerrado.,Состояние — estar.,active
g0070,ser_estar,fix_error,Исправь ошибку,Corrige: Tú estás honesto.,Tú eres honesto.,Tú eres honesto.,Черта человека — ser.,active
g0071,ser_estar,fix_error,Исправь ошибку,Corrige: Mis amigos son en casa.,Mis amigos están en casa.,Mis amigos están en casa.,Местоположение — estar.,active
g0072,ser_estar,fix_error,Исправь ошибку,Corrige: Yo soy enfermo hoy.,Yo estoy enfermo hoy.,Yo estoy enfermo hoy.,Состояние здоровья — estar.,active
g0073,ser_estar,fix_error,Исправь ошибку,Corrige: Ellas están mis hermanas.,Ellas son mis hermanas.,Ellas son mis hermanas.,Идентификация — ser.,active
g0074,ser_estar,fix_error,Исправь ошибку,Corrige: La cama es desordenada.,La cama está desordenada.,La cama está desordenada.,Состояние объекта — estar.,active
g0075,ser_estar,fix_error,Исправь ошибку,Corrige: Nosotros estamos españoles.,Nosotros somos españoles.,Nosotros somos españoles.,Национальность — ser.,active
g0076,ser_estar,translation,Переведи на испанский,Я сейчас дома.,Estoy en casa ahora.,Estoy en casa ahora.,Местоположение — estar.,active
g0077,ser_estar,translation,Переведи на испанский,Моя сестра врач.,Mi hermana es médica.,Mi hermana es médica.,Профессия — ser.,active
g0078,ser_estar,translation,Переведи на испанский,Сегодня мы очень уставшие.,Hoy estamos muy cansados.,Hoy estamos muy cansados.,Временное состояние — estar.,active
g0079,ser_estar,translation,Переведи на испанский,Мадрид — столица Испании.,Madrid es la capital de España.,Madrid es la capital de España.,Постоянный факт — ser.,active
g0080,ser_estar,translation,Переведи на испанский,Ключи на столе.,Las llaves están sobre la mesa.,Las llaves están sobre la mesa.,Расположение — estar.,active
g0081,ser_estar,translation,Переведи на испанский,Мой дедушка очень серьёзный.,Mi abuelo es muy serio.,Mi abuelo es muy serio.,Черта характера — ser.,active
g0082,ser_estar,translation,Переведи на испанский,Суп холодный.,La sopa está fría.,La sopa está fría.,Состояние еды — estar.,active
g0083,ser_estar,translation,Переведи на испанский,Мы из Аргентины.,Somos de Argentina.,Somos de Argentina.,Происхождение — ser.,active
g0084,ser_estar,translation,Переведи на испанский,Магазин открыт.,La tienda está abierta.,La tienda está abierta.,Состояние объекта — estar.,active
g0085,ser_estar,translation,Переведи на испанский,Ты очень добрый.,Eres muy amable.,Eres muy amable.,Характеристика — ser.,active
g0086,ser_estar,translation,Переведи на испанский,Они в парке.,Están en el parque.,Están en el parque.,Местоположение — estar.,active
g0087,ser_estar,translation,Переведи на испанский,Этот фильм интересный.,Esta película es interesante.,Esta película es interesante.,Характеристика — ser.,active
g0088,ser_estar,translation,Переведи на испанский,Сегодня она нервничает.,Hoy ella está nerviosa.,Hoy ella está nerviosa.,Временное состояние — estar.,active
g0089,ser_estar,translation,Переведи на испанский,Мы готовы выйти.,Estamos listos para salir.,Estamos listos para salir.,Готовность — estar.,active
g0090,ser_estar,translation,Переведи на испанский,Мой брат испанец.,Mi hermano es español.,Mi hermano es español.,Национальность — ser.,active
g0091,ser_estar,translation,Переведи на испанский,Окна закрыты.,Las ventanas están cerradas.,Las ventanas están cerradas.,Состояние предметов — estar.,active
g0092,ser_estar,translation,Переведи на испанский,Этот стол деревянный.,Esta mesa es de madera.,Esta mesa es de madera.,Материал — ser.,active
g0093,ser_estar,translation,Переведи на испанский,Мы в офисе.,Estamos en la oficina.,Estamos en la oficina.,Место — estar.,active
g0094,ser_estar,translation,Переведи на испанский,Моя мама учительница.,Mi madre es profesora.,Mi madre es profesora.,Профессия — ser.,active
g0095,ser_estar,translation,Переведи на испанский,Я сегодня болен.,Estoy enfermo hoy.,Estoy enfermo hoy.,Состояние здоровья — estar.,active
g0096,ser_estar,translation,Переведи на испанский,Они мои друзья.,Ellos son mis amigos.,Ellos son mis amigos.,Идентификация — ser.,active
g0097,ser_estar,translation,Переведи на испанский,Кофе очень горячий.,El café está muy caliente.,El café está muy caliente.,Состояние напитка — estar.,active
g0098,ser_estar,translation,Переведи на испанский,Мой начальник очень строгий.,Mi jefe es muy estricto.,Mi jefe es muy estricto.,Черта характера — ser.,active
g0099,ser_estar,translation,Переведи на испанский,Дети сейчас в школе.,Los niños están en la escuela ahora.,Los niños están en la escuela ahora.,Местоположение — estar.,active
g0100,ser_estar,translation,Переведи на испанский,Этот дом очень большой.,Esta casa es muy grande.,Esta casa es muy grande.,Характеристика — ser.,active
g0101,preterito_perfecto,multiple_choice,Выбери правильную форму,Hoy yo ___ mucho trabajo.,he hecho,he hecho,С yo используется he + participio.,active
g0102,preterito_perfecto,multiple_choice,Выбери правильную форму,Esta semana nosotros ___ al cine.,hemos ido,hemos ido,С nosotros используется hemos.,active
g0103,preterito_perfecto,multiple_choice,Выбери правильную форму,¿Tú ___ la película?,has visto,has visto,С tú используется has.,active
g0104,preterito_perfecto,multiple_choice,Выбери правильную форму,Ella ___ café hoy.,ha tomado,ha tomado,С ella используется ha.,active
g0105,preterito_perfecto,multiple_choice,Выбери правильную форму,Ustedes ___ temprano.,han llegado,han llegado,С ustedes используется han.,active
g0106,preterito_perfecto,multiple_choice,Выбери правильную форму,Yo nunca ___ sushi.,he probado,he probado,Опыт до настоящего момента.,active
g0107,preterito_perfecto,multiple_choice,Выбери правильную форму,Nosotros ya ___.,hemos comido,hemos comido,"Уже = ya, perfecto уместен.",active
g0108,preterito_perfecto,multiple_choice,Выбери правильную форму,Ellos ___ tres veces este mes.,han viajado,han viajado,Период ещё не закончился.,active
g0109,preterito_perfecto,multiple_choice,Выбери правильную форму,¿Vosotros ___ la tarea?,habéis terminado,habéis terminado,С vosotros используется habéis.,active
g0110,preterito_perfecto,multiple_choice,Выбери правильную форму,Mi madre ___ la carta.,ha escrito,ha escrito,С ella используется ha.,active
g0111,preterito_perfecto,multiple_choice,Выбери правильную форму,Yo ___ mucho esta mañana.,he trabajado,he trabajado,Период дня ещё продолжается.,active
g0112,preterito_perfecto,multiple_choice,Выбери правильную форму,Nosotras ___ la puerta.,hemos abierto,hemos abierto,hemos + participio.,active
g0113,preterito_perfecto,multiple_choice,Выбери правильную форму,Tú ___ muy bien hoy.,has estudiado,has estudiado,Perfecto подходит с hoy.,active
g0114,preterito_perfecto,multiple_choice,Выбери правильную форму,Él ___ tarde.,ha salido,ha salido,ha + participio.,active
g0115,preterito_perfecto,multiple_choice,Выбери правильную форму,Ellas ___ ya.,han vuelto,han vuelto,han + participio.,active
g0116,preterito_perfecto,multiple_choice,Выбери правильную форму,Yo ___ ese libro dos veces.,he leído,he leído,Опыт до настоящего момента.,active
g0117,preterito_perfecto,multiple_choice,Выбери правильную форму,Esta tarde nosotros ___ con Ana.,hemos hablado,hemos hablado,Текущий временной отрезок.,active
g0118,preterito_perfecto,multiple_choice,Выбери правильную форму,¿Usted ___ el correo?,ha recibido,ha recibido,С usted используется ha.,active
g0119,preterito_perfecto,multiple_choice,Выбери правильную форму,Mis amigos ___ aquí hoy.,han estado,han estado,Сегодня — perfecto.,active
g0120,preterito_perfecto,multiple_choice,Выбери правильную форму,Yo ___ las llaves.,he perdido,he perdido,Результат важен сейчас.,active
g0121,preterito_perfecto,multiple_choice,Выбери правильную форму,Tú ___ tarde otra vez.,has llegado,has llegado,Сегодня / сейчас — perfecto.,active
g0122,preterito_perfecto,multiple_choice,Выбери правильную форму,Ella ___ la verdad.,ha dicho,ha dicho,Неправильное participio: dicho.,active
g0123,preterito_perfecto,multiple_choice,Выбери правильную форму,Nosotros ___ muchas fotos.,hemos sacado,hemos sacado,hemos + participio.,active
g0124,preterito_perfecto,multiple_choice,Выбери правильную форму,Vosotros ___ demasiado.,habéis comido,habéis comido,habéis + participio.,active
g0125,preterito_perfecto,multiple_choice,Выбери правильную форму,Ellos ___ una decisión.,han tomado,han tomado,han + participio.,active
g0126,preterito_perfecto,fill_form,Вставь правильную форму,Yo ___ (leer) este libro.,he leído,he leído,he + participio.,active
g0127,preterito_perfecto,fill_form,Вставь правильную форму,Tú ___ (comer) ya.,has comido,has comido,has + participio.,active
g0128,preterito_perfecto,fill_form,Вставь правильную форму,Ella ___ (abrir) la puerta.,ha abierto,ha abierto,Неправильное participio: abierto.,active
g0129,preterito_perfecto,fill_form,Вставь правильную форму,Nosotros ___ (vivir) aquí muchos años.,hemos vivido,hemos vivido,hemos + participio.,active
g0130,preterito_perfecto,fill_form,Вставь правильную форму,Ellos ___ (volver).,han vuelto,han vuelto,Неправильное participio: vuelto.,active
g0131,preterito_perfecto,fill_form,Вставь правильную форму,Yo ___ (hacer) la tarea.,he hecho,he hecho,Неправильное participio: hecho.,active
g0132,preterito_perfecto,fill_form,Вставь правильную форму,Tú ___ (ver) la serie.,has visto,has visto,Неправильное participio: visto.,active
g0133,preterito_perfecto,fill_form,Вставь правильную форму,Ella ___ (escribir) un mensaje.,ha escrito,ha escrito,Неправильное participio: escrito.,active
g0134,preterito_perfecto,fill_form,Вставь правильную форму,Nosotras ___ (decir) la verdad.,hemos dicho,hemos dicho,Неправильное participio: dicho.,active
g0135,preterito_perfecto,fill_form,Вставь правильную форму,Ellos ___ (romper) el vaso.,han roto,han roto,Неправильное participio: roto.,active
g0136,preterito_perfecto,fill_form,Вставь правильную форму,Yo ___ (poner) la mesa.,he puesto,he puesto,Неправильное participio: puesto.,active
g0137,preterito_perfecto,fill_form,Вставь правильную форму,Tú ___ (resolver) el problema.,has resuelto,has resuelto,Неправильное participio: resuelto.,active
g0138,preterito_perfecto,fill_form,Вставь правильную форму,Ella ___ (volver) temprano.,ha vuelto,ha vuelto,ha + participio.,active
g0139,preterito_perfecto,fill_form,Вставь правильную форму,Nosotros ___ (ver) esta película.,hemos visto,hemos visto,hemos + participio.,active
g0140,preterito_perfecto,fill_form,Вставь правильную форму,Vosotros ___ (hacer) un buen trabajo.,habéis hecho,habéis hecho,habéis + participio.,active
g0141,preterito_perfecto,fill_form,Вставь правильную форму,Ustedes ___ (llegar) tarde.,han llegado,han llegado,han + participio.,active
g0142,preterito_perfecto,fill_form,Вставь правильную форму,Yo ___ (abrir) la ventana.,he abierto,he abierto,he + participio.,active
g0143,preterito_perfecto,fill_form,Вставь правильную форму,Tú ___ (perder) las llaves.,has perdido,has perdido,has + participio.,active
g0144,preterito_perfecto,fill_form,Вставь правильную форму,Ella ___ (descubrir) un error.,ha descubierto,ha descubierto,ha + participio.,active
g0145,preterito_perfecto,fill_form,Вставь правильную форму,Nosotras ___ (terminar) ya.,hemos terminado,hemos terminado,hemos + participio.,active
g0146,preterito_perfecto,fill_form,Вставь правильную форму,Ellos ___ (morir) en la historia.,han muerto,han muerto,Неправильное participio: muerto.,active
g0147,preterito_perfecto,fill_form,Вставь правильную форму,Yo ___ (decir) eso antes.,he dicho,he dicho,he + participio.,active
g0148,preterito_perfecto,fill_form,Вставь правильную форму,Tú ___ (romper) el papel.,has roto,has roto,has + participio.,active
g0149,preterito_perfecto,fill_form,Вставь правильную форму,Ella ___ (volver) a casa.,ha vuelto,ha vuelto,ha + participio.,active
g0150,preterito_perfecto,fill_form,Вставь правильную форму,Nosotros ___ (hacer) mucho hoy.,hemos hecho,hemos hecho,hemos + participio.,active
g0151,preterito_perfecto,fix_error,Исправь ошибку,Corrige: He comí.,He comido.,He comido.,После haber нужен participio.,active
g0152,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Yo ha llegado.,Yo he llegado.,Yo he llegado.,С yo используется he.,active
g0153,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Nosotros ha visto.,Nosotros hemos visto.,Nosotros hemos visto.,С nosotros используется hemos.,active
g0154,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ella ha escribido.,Ella ha escrito.,Ella ha escrito.,Неправильное participio: escrito.,active
g0155,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Tú he hablado.,Tú has hablado.,Tú has hablado.,С tú используется has.,active
g0156,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Vosotros han terminado.,Vosotros habéis terminado.,Vosotros habéis terminado.,С vosotros используется habéis.,active
g0157,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ustedes ha vuelto.,Ustedes han vuelto.,Ustedes han vuelto.,С ustedes используется han.,active
g0158,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Yo he abrir la puerta.,Yo he abierto la puerta.,Yo he abierto la puerta.,"Нужен participio, а не инфинитив.",active
g0159,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ella ha visto ayer la película.,Ella ha visto la película hoy.,Ella ha visto la película hoy.,"Perfecto лучше сочетается с hoy/esta semana, а не ayer.",active
g0160,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Nosotros hemos rompido el vaso.,Nosotros hemos roto el vaso.,Nosotros hemos roto el vaso.,Неправильное participio: roto.,active
g0161,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Tú has hacer la cama.,Tú has hecho la cama.,Tú has hecho la cama.,После haber нужен participio hecho.,active
g0162,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Yo han leído el libro.,Yo he leído el libro.,Yo he leído el libro.,С yo используется he.,active
g0163,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ella hemos dicho la verdad.,Ella ha dicho la verdad.,Ella ha dicho la verdad.,С ella используется ha.,active
g0164,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Nosotros has abierto la ventana.,Nosotros hemos abierto la ventana.,Nosotros hemos abierto la ventana.,С nosotros используется hemos.,active
g0165,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Vosotros habéis poner la mesa.,Vosotros habéis puesto la mesa.,Vosotros habéis puesto la mesa.,Неправильное participio: puesto.,active
g0166,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ustedes han escribido un correo.,Ustedes han escrito un correo.,Ustedes han escrito un correo.,Неправильное participio: escrito.,active
g0167,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Yo he visto esta película ayer.,Yo he visto esta película hoy.,Yo he visto esta película hoy.,Perfecto лучше с текущим периодом.,active
g0168,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ella ha volvido temprano.,Ella ha vuelto temprano.,Ella ha vuelto temprano.,Неправильное participio: vuelto.,active
g0169,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Nosotros hemos decir eso.,Nosotros hemos dicho eso.,Nosotros hemos dicho eso.,Нужно participio dicho.,active
g0170,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Tú has rompido el papel.,Tú has roto el papel.,Tú has roto el papel.,Неправильное participio: roto.,active
g0171,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Yo he muerto de hambre hoy.,Yo me he muerto de hambre hoy.,Yo me he muerto de hambre hoy.,С возвратным значением обычно me he muerto.,active
g0172,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ella ha hecho un error.,Ella ha cometido un error.,Ella ha cometido un error.,С ошибкой естественнее cometer un error.,active
g0173,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Nosotros hemos estado aquí ayer.,Nosotros hemos estado aquí hoy.,Nosotros hemos estado aquí hoy.,Perfecto лучше сочетается с hoy.,active
g0174,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Tú has descubrir la verdad.,Tú has descubierto la verdad.,Tú has descubierto la verdad.,После haber нужен participio.,active
g0175,preterito_perfecto,fix_error,Исправь ошибку,Corrige: Ellos han diciho la verdad.,Ellos han dicho la verdad.,Ellos han dicho la verdad.,Орфография participio: dicho.,active
g0176,preterito_perfecto,translation,Переведи на испанский,Я уже позавтракал.,He desayunado ya.,He desayunado ya.,Связь с настоящим моментом.,active
g0177,preterito_perfecto,translation,Переведи на испанский,Мы сегодня много работали.,Hemos trabajado mucho hoy.,Hemos trabajado mucho hoy.,Hoy часто требует perfecto.,active
g0178,preterito_perfecto,translation,Переведи на испанский,Ты видел этот фильм?,¿Has visto esta película?,¿Has visto esta película?,Вопрос в perfecto.,active
g0179,preterito_perfecto,translation,Переведи на испанский,Она открыла окно.,Ha abierto la ventana.,Ha abierto la ventana.,Результат важен сейчас.,active
g0180,preterito_perfecto,translation,Переведи на испанский,Они уже пришли.,Han llegado ya.,Han llegado ya.,Уже = ya.,active
g0181,preterito_perfecto,translation,Переведи на испанский,Я никогда не пробовал паэлью.,Nunca he probado la paella.,Nunca he probado la paella.,Опыт до настоящего момента.,active
g0182,preterito_perfecto,translation,Переведи на испанский,Мы уже сделали домашнее задание.,Ya hemos hecho la tarea.,Ya hemos hecho la tarea.,Perfecto уместен с ya.,active
g0183,preterito_perfecto,translation,Переведи на испанский,Ты сегодня говорил с Марией?,¿Has hablado con María hoy?,¿Has hablado con María hoy?,Сегодня — текущий период.,active
g0184,preterito_perfecto,translation,Переведи на испанский,Она написала письмо.,Ha escrito una carta.,Ha escrito una carta.,ha + participio.,active
g0185,preterito_perfecto,translation,Переведи на испанский,Мы посмотрели этот сериал.,Hemos visto esta serie.,Hemos visto esta serie.,hemos + participio.,active
g0186,preterito_perfecto,translation,Переведи на испанский,Я потерял ключи.,He perdido las llaves.,He perdido las llaves.,Результат актуален сейчас.,active
g0187,preterito_perfecto,translation,Переведи на испанский,Ты поставил чашку на стол.,Has puesto la taza sobre la mesa.,Has puesto la taza sobre la mesa.,has + participio.,active
g0188,preterito_perfecto,translation,Переведи на испанский,Он сказал правду.,Ha dicho la verdad.,Ha dicho la verdad.,Неправильное participio: dicho.,active
g0189,preterito_perfecto,translation,Переведи на испанский,Мы открыли дверь.,Hemos abierto la puerta.,Hemos abierto la puerta.,hemos + participio.,active
g0190,preterito_perfecto,translation,Переведи на испанский,Они вернулись поздно.,Han vuelto tarde.,Han vuelto tarde.,han + participio.,active
g0191,preterito_perfecto,translation,Переведи на испанский,Я прочитал эту статью.,He leído este artículo.,He leído este artículo.,he + participio.,active
g0192,preterito_perfecto,translation,Переведи на испанский,Мы сегодня были дома.,Hemos estado en casa hoy.,Hemos estado en casa hoy.,Сегодня — perfecto.,active
g0193,preterito_perfecto,translation,Переведи на испанский,Ты решил проблему?,¿Has resuelto el problema?,¿Has resuelto el problema?,Вопрос в perfecto.,active
g0194,preterito_perfecto,translation,Переведи на испанский,Она разбила стакан.,Ha roto el vaso.,Ha roto el vaso.,ha + participio.,active
g0195,preterito_perfecto,translation,Переведи на испанский,Мы закончили рано.,Hemos terminado temprano.,Hemos terminado temprano.,hemos + participio.,active
g0196,preterito_perfecto,translation,Переведи на испанский,Они обнаружили ошибку.,Han descubierto un error.,Han descubierto un error.,han + participio.,active
g0197,preterito_perfecto,translation,Переведи на испанский,Я сегодня выпил слишком много кофе.,He bebido demasiado café hoy.,He bebido demasiado café hoy.,Hoy — perfecto.,active
g0198,preterito_perfecto,translation,Переведи на испанский,Ты уже прочитал книгу?,¿Has leído ya el libro?,¿Has leído ya el libro?,Ya — perfecto.,active
g0199,preterito_perfecto,translation,Переведи на испанский,Мы жили здесь много лет.,Hemos vivido aquí muchos años.,Hemos vivido aquí muchos años.,Связь с настоящим.,active
